x,y,u,uold
0,0.8800000000000006,0,0
0,0.8900000000000006,0,0
0,0.9000000000000006,0,0
0,0.9100000000000006,0,0
0,0.9200000000000006,0,0
0,0.9300000000000006,0,0
0,0.9400000000000006,0,0
0,0.9500000000000006,0,0
0,0.9600000000000006,0,0
0,0.9700000000000006,0,0
0,0.9800000000000006,0,0
0,0.9900000000000007,0,0
0.01,0,0,0
0.01,0.01,0.00000013142870508499104,0.00000013142870508499104
0.01,0.02,0.00000025950918462841033,0.00000025950918462841033
0.01,0.03,0.00000039383219164752676,0.00000039383219164752676
0.01,0.04,0.0000005181211349102065,0.0000005181211349102065
0.01,0.05,0.0000006548716460039854,0.0000006548716460039854
0.01,0.060000000000000005,0.0000007749342179149402,0.0000007749342179149402
0.01,0.07,0.0000009136304514724302,0.0000009136304514724302
0.01,0.08,0.0000010290385444898572,0.0000010290385444898572
0.01,0.09,0.0000011691820470550457,0.0000011691820470550457
0.01,0.09999999999999999,0.0000012795131586498268,0.0000012795131586498268
0.01,0.10999999999999999,0.0000014205877835685076,0.0000014205877835685076
0.01,0.11999999999999998,0.0000015254247117552847,0.0000015254247117552847
0.01,0.12999999999999998,0.0000016668964689030453,0.0000016668964689030453
0.01,0.13999999999999999,0.0000017658279602912528,0.0000017658279602912528
0.01,0.15,0.000001907145885043193,0.000001907145885043193
0.01,0.16,0.0000019997683008332857,0.0000019997683008332857
0.01,0.17,0.0000021403664215408813,0.0000021403664215408813
0.01,0.18000000000000002,0.0000022262864102197816,0.0000022262864102197816
0.01,0.19000000000000003,0.000002365586815245443,0.000002365586815245443
0.01,0.20000000000000004,0.0000024444249006912568,0.0000024444249006912568
0.01,0.21000000000000005,0.000002581841822905387,0.000002581841822905387
0.01,0.22000000000000006,0.0000026532367382375474,0.0000026532367382375474
0.01,0.23000000000000007,0.000002788181492216145,0.000002788181492216145
0.01,0.24000000000000007,0.000002851795018800143,0.000002851795018800143
0.01,0.25000000000000006,0.0000029836815501309798,0.0000029836815501309798
0.01,0.26000000000000006,0.0000030392035639892506,0.0000030392035639892506
0.01,0.2700000000000001,0.0000031674543081646823,0.0000031674543081646823
0.01,0.2800000000000001,0.000003214607699149848,0.000003214607699149848
0.01,0.2900000000000001,0.000003338659406800123,0.000003338659406800123
0.01,0.3000000000000001,0.0000033772045253297354,0.0000033772045253297354
0.01,0.3100000000000001,0.000003496513697876589,0.000003496513697876589
0.01,0.3200000000000001,0.0000035262520046732662,0.0000035262520046732662
0.01,0.3300000000000001,0.000003640299605296542,0.000003640299605296542
0.01,0.34000000000000014,0.0000036610762540896945,0.0000036610762540896945
0.01,0.35000000000000014,0.0000037693714160585413,0.0000037693714160585413
0.01,0.36000000000000015,0.0000037810765869305894,0.0000037810765869305894
0.01,0.37000000000000016,0.00000388315913383476,0.00000388315913383476
0.01,0.38000000000000017,0.00000388572805077899,0.00000388572805077899
0.01,0.3900000000000002,0.000003981169764939106,0.000003981169764939106
0.01,0.4000000000000002,0.000003974581465085352,0.000003974581465085352
0.01,0.4100000000000002,0.000004062986179736995,0.000004062986179736995
0.01,0.4200000000000002,0.0000040472612385183126,0.0000040472612385183126
0.01,0.4300000000000002,0.0000041282639694581525,0.0000041282639694581525
0.01,0.4400000000000002,0.000004103461507150532,0.000004103461507150532
0.01,0.45000000000000023,0.000004176726960393855,0.000004176726960393855
0.01,0.46000000000000024,0.000004142941341578394,0.000004142941341578394
0.01,0.47000000000000025,0.000004208162215171971,0.000004208162215171971
0.01,0.48000000000000026,0.000004165519887210341,0.000004165519887210341
0.01,0.49000000000000027,0.000004222415411581878,0.000004222415411581878
0.01,0.5000000000000002,0.000004171072301312841,0.000004171072301312841
0.01,0.5100000000000002,0.0000042193874251512346,0.0000042193874251512346
0.01,0.5200000000000002,0.000004159527224591188,0.000004159527224591188
0.01,0.5300000000000002,0.000004199032754528821,0.000004199032754528821
0.01,0.5400000000000003,0.000004130866287261518,0.000004130866287261518
0.01,0.5500000000000003,0.000004161360143031165,0.000004161360143031165
0.01,0.5600000000000003,0.0000040851258338493065,0.0000040851258338493065
0.01,0.5700000000000003,0.000004106435408752387,0.000004106435408752387
0.01,0.5800000000000003,0.000004022400706720678,0.000004022400706720678
0.01,0.5900000000000003,0.00000403438615366044,0.00000403438615366044
0.01,0.6000000000000003,0.0000039428496106281934,0.0000039428496106281934
0.01,0.6100000000000003,0.000003945407733381961,0.000003945407733381961
0.01,0.6200000000000003,0.000003846701338782739,0.000003846701338782739
0.01,0.6300000000000003,0.000003839769677287325,0.000003839769677287325
0.01,0.6400000000000003,0.0000037342610093732682,0.0000037342610093732682
0.01,0.6500000000000004,0.0000037178216775047287,0.0000037178216775047287
0.01,0.6600000000000004,0.0000036059154533800168,0.0000036059154533800168
0.01,0.6700000000000004,0.000003579998317997663,0.000003579998317997663
0.01,0.6800000000000004,0.000003462137001817758,0.000003462137001817758
0.01,0.6900000000000004,0.0000034268218729906416,0.0000034268218729906416
0.01,0.7000000000000004,0.0000033034851175643936,0.0000033034851175643936
0.01,0.7100000000000004,0.0000032589027355329325,0.0000032589027355329325
0.01,0.7200000000000004,0.000003130605567468764,0.000003130605567468764
0.01,0.7300000000000004,0.0000030769373028278554,0.0000030769373028278554
0.01,0.7400000000000004,0.0000029442270955180935,0.0000029442270955180935
0.01,0.7500000000000004,0.000002881703406984609,0.000002881703406984609
0.01,0.7600000000000005,0.000002745155802573398,0.000002745155802573398
0.01,0.7700000000000005,0.0000026740536067045218,0.0000026740536067045218
0.01,0.7800000000000005,0.0000025342676363092953,0.0000025342676363092953
0.01,0.7900000000000005,0.000002454906825802486,0.000002454906825802486
0.01,0.8000000000000005,0.000002312499530861324,0.000002312499530861324
0.01,0.8100000000000005,0.0000022252389278410992,0.0000022252389278410992
0.01,0.8200000000000005,0.0000020808398037889986,0.0000020808398037889986
0.01,0.8300000000000005,0.0000019860728514335363,0.0000019860728514335363
0.01,0.8400000000000005,0.0000018403184210905669,0.0000018403184210905669
0.01,0.8500000000000005,0.000001738468904054051,0.000001738468904054051
0.01,0.8600000000000005,0.0000015919976878160895,0.0000015919976878160895
0.01,0.8700000000000006,0.000001483515734327534,0.000001483515734327534
0.01,0.8800000000000006,0.0000013369638245387732,0.0000013369638245387732
0.01,0.8900000000000006,0.0000012223223871571618,0.0000012223223871571618
0.01,0.9000000000000006,0.0000010763197623818692,0.0000010763197623818692
0.01,0.9100000000000006,0.0000009560117068885712,0.0000009560117068885712
0.01,0.9200000000000006,0.0000008111793453558992,0.0000008111793453558992
0.01,0.9300000000000006,0.0000006857152046691341,0.0000006857152046691341
0.01,0.9400000000000006,0.0000005426629813315515,0.0000005426629813315515
0.01,0.9500000000000006,0.0000004125693595174293,0.0000004125693595174293
0.01,0.9600000000000006,0.00000027189464330329136,0.00000027189464330329136
0.01,0.9700000000000006,0.00000013771318879638398,0.00000013771318879638398
0.01,0.9800000000000006,0,0
0.01,0.9900000000000007,0,0
0.02,0,0,0
0.02,0.01,0.00000025950918462841033,0.00000025950918462841033
0.02,0.02,0.0000005252609108719856,0.0000005252609108719856
0.02,0.03,0.0000007776303717294111,0.0000007776303717294111
0.02,0.04,0.0000010487039568697705,0.0000010487039568697705
0.02,0.05,0.0000012930555558173258,0.0000012930555558173258
0.02,0.060000000000000005,0.000001568502387636815,0.000001568502387636815
0.02,0.07,0.0000018039730926801721,0.0000018039730926801721
0.02,0.08,0.0000020828127791448304,0.0000020828127791448304
0.02,0.09,0.0000023085517517331335,0.0000023085517517331335
0.02,0.09999999999999999,0.00000258976936945519,0.00000258976936945519
0.02,0.10999999999999999,0.0000028049365105192563,0.0000028049365105192563
0.02,0.11999999999999998,0.00000308748140663377,0.00000308748140663377
0.02,0.12999999999999998,0.0000032912476921429857,0.0000032912476921429857
0.02,0.13999999999999999,0.0000035740341964478407,0.0000035740341964478407
0.02,0.15,0.0000037655840053087413,0.0000037655840053087413
0.02,0.16,0.000004047494283509358,0.000004047494283509358
0.02,0.17,0.000004226029773653348,0.000004226029773653348
0.02,0.18000000000000002,0.000004505918904129647,0.000004505918904129647
0.02,0.19000000000000003,0.0000046706663343235396,0.0000046706663343235396
0.02,0.20000000000000004,0.000004947369527729934,0.000004947369527729934
0.02,0.21000000000000005,0.000005097587262265989,0.000005097587262265989
0.02,0.22000000000000006,0.000005369928975264897,0.000005369928975264897
0.02,0.23000000000000007,0.000005504916757092655,0.000005504916757092655
0.02,0.24000000000000007,0.000005771721290413742,0.000005771721290413742
0.02,0.25000000000000006,0.0000058908302376570535,0.0000058908302376570535
0.02,0.26000000000000006,0.000006150933268007583,0.000006150933268007583
0.02,0.2700000000000001,0.000006253575952160265,0.000006253575952160265
0.02,0.2800000000000001,0.000006505836341876143,0.000006505836341876143
0.02,0.2900000000000001,0.0000065914962561401885,0.0000065914962561401885
0.02,0.3000000000000001,0.000006834807428365784,0.000006834807428365784
0.02,0.3100000000000001,0.000006903047162938562,0.000006903047162938562
0.02,0.3200000000000001,0.000007136347336350867,0.000007136347336350867
0.02,0.3300000000000001,0.000007186814852060285,0.000007186814852060285
0.02,0.34000000000000014,0.000007409095506663145,0.000007409095506663145
0.02,0.35000000000000014,0.000007441528041824346,0.000007441528041824346
0.02,0.36000000000000015,0.000007651840138652978,0.000007651840138652978
0.02,0.37000000000000016,0.000007666065491181057,0.000007666065491181057
0.02,0.38000000000000017,0.00000786352318727204,0.00000786352318727204
0.02,0.3900000000000002,0.000007859458369885439,0.000007859458369885439
0.02,0.4000000000000002,0.000008043240237855023,0.000008043240237855023
0.02,0.4100000000000002,0.000008020887783017532,0.000008020887783017532
0.02,0.4200000000000002,0.000008190235832965855,0.000008190235832965855
0.02,0.4300000000000002,0.000008149678291354987,0.000008149678291354987
0.02,0.4400000000000002,0.000008303895363525816,0.000008303895363525816
0.02,0.45000000000000023,0.000008245288755761074,0.000008245288755761074
0.02,0.46000000000000024,0.000008383735063651997,0.000008383735063651997
0.02,0.47000000000000025,0.00000830730217202166,0.00000830730217202166
0.02,0.48000000000000026,0.000008429391889399668,0.000008429391889399668
0.02,0.49000000000000027,0.000008335416286284375,0.000008335416286284375
0.02,0.5000000000000002,0.00000844061506177581,0.00000844061506177581
0.02,0.5100000000000002,0.000008329436653285789,0.000008329436653285789
0.02,0.5200000000000002,0.000008417260795990507,0.000008417260795990507
0.02,0.5300000000000002,0.000008289273423681284,0.000008289273423681284
0.02,0.5400000000000003,0.000008359291248644934,0.000008359291248644934
0.02,0.5500000000000003,0.000008214942571766536,0.000008214942571766536
0.02,0.5600000000000003,0.00000826677806281544,0.00000826677806281544
0.02,0.5700000000000003,0.000008106571588079554,0.000008106571588079554
0.02,0.5800000000000003,0.000008139910180153092,0.000008139910180153092
0.02,0.5900000000000003,0.000007964408972561881,0.000007964408972561881
0.02,0.6000000000000003,0.000007979004933322588,0.000007979004933322588
0.02,0.6100000000000003,0.000007788836282958384,0.000007788836282958384
0.02,0.6200000000000003,0.000007784520933841281,0.000007784520933841281
0.02,0.6300000000000003,0.000007580381107502207,0.000007580381107502207
0.02,0.6400000000000003,0.000007557071000280594,0.000007557071000280594
0.02,0.6500000000000004,0.0000073397291897063155,0.0000073397291897063155
0.02,0.6600000000000004,0.000007297433356922753,0.000007297433356922753
0.02,0.6700000000000004,0.000007067734040463288,0.000007067734040463288
0.02,0.6800000000000004,0.000007006559555823529,0.000007006559555823529
0.02,0.6900000000000004,0.000006765422692041165,0.000006765422692041165
0.02,0.7000000000000004,0.00000668557798227794,0.00000668557798227794
0.02,0.7100000000000004,0.000006433996714452559,0.000006433996714452559
0.02,0.7200000000000004,0.000006335792319846315,0.000006335792319846315
0.02,0.7300000000000004,0.0000060748281483190315,0.0000060748281483190315
0.02,0.7400000000000004,0.0000059586748959197265,0.0000059586748959197265
0.02,0.7500000000000004,0.000005689450533079088,0.000005689450533079088
0.02,0.7600000000000005,0.000005555855330511693,0.000005555855330511693
0.02,0.7700000000000005,0.000005279545662422928,0.000005279545662422928
0.02,0.7800000000000005,0.000005129105315901878,0.000005129105315901878
0.02,0.7900000000000005,0.000004846927037908466,0.000004846927037908466
0.02,0.8000000000000005,0.000004680320631280006,0.000004680320631280006
0.02,0.8100000000000005,0.0000043935211963077455,0.0000043935211963077455
0.02,0.8200000000000005,0.000004211501634012947,0.000004211501634012947
0.02,0.8300000000000005,0.0000039213481548371074,0.0000039213481548371074
0.02,0.8400000000000005,0.000003724733473909119,0.000003724733473909119
0.02,0.8500000000000005,0.000003432502163765145,0.000003432502163765145
0.02,0.8600000000000005,0.000003222167167042054,0.000003222167167042054
0.02,0.8700000000000006,0.0000029291337999173337,0.0000029291337999173337
0.02,0.8800000000000006,0.000002706002466501212,0.000002706002466501212
0.02,0.8900000000000006,0.000002413434204117837,0.000002413434204117837
0.02,0.9000000000000006,0.000002178473207107291,0.000002178473207107291
0.02,0.9100000000000006,0.0000018876219888543897,0.0000018876219888543897
0.02,0.9200000000000006,0.0000016418355079324175,0.0000016418355079324175
0.02,0.9300000000000006,0.0000013539330465137883,0.0000013539330465137883
0.02,0.9400000000000006,0.0000010983589165665418,0.0000010983589165665418
0.02,0.9500000000000006,0.000000814613197691498,0.000000814613197691498
0.02,0.9600000000000006,0.0000005503202952434986,0.0000005503202952434986
0.02,0.9700000000000006,0.0000002719133539032399,0.0000002719133539032399
0.02,0.9800000000000006,0,0
0.02,0.9900000000000007,0,0
0.03,0,0,0
0.03,0.01,0.00000039383219164752676,0.00000039383219164752676
0.03,0.02,0.0000007776303717294111,0.0000007776303717294111
0.03,0.03,0.000001180132739336321,0.000001180132739336321
0.03,0.04,0.0000015525649720452864,0.0000015525649720452864
0.03,0.05,0.0000019623350381828834,0.0000019623350381828834
0.03,0.060000000000000005,0.0000023220949179486636,0.0000023220949179486636
0.03,0.07,0.000002737685280919368,0.000002737685280919368
0.03,0.08,0.000003083486733663439,0.000003083486733663439
0.03,0.09,0.000003503400057069387,0.000003503400057069387
0.03,0.09999999999999999,0.0000038339740254887306,0.0000038339740254887306
0.03,0.10999999999999999,0.000004256660039621048,0.000004256660039621048
0.03,0.11999999999999998,0.000004570753632972927,0.000004570753632972927
0.03,0.12999999999999998,0.000004994608764582165,0.000004994608764582165
0.03,0.13999999999999999,0.000005290987279019339,0.000005290987279019339
0.03,0.15,0.0000057143573569042125,0.0000057143573569042125
0.03,0.16,0.000005991809364340181,0.000005991809364340181
0.03,0.17,0.000006412995640444352,0.000006412995640444352
0.03,0.18000000000000002,0.0000066703411124796455,0.0000066703411124796455
0.03,0.19000000000000003,0.000007087609601840104,0.000007087609601840104
0.03,0.20000000000000004,0.000007323710793089337,0.000007323710793089337
0.03,0.21000000000000005,0.000007735304684078118,0.000007735304684078118
0.03,0.22000000000000006,0.000007949079261378488,0.000007949079261378488
0.03,0.23000000000000007,0.000008353233896403327,0.000008353233896403327
0.03,0.24000000000000007,0.000008543669584226682,0.000008543669584226682
0.03,0.25000000000000006,0.00000893862927953072,0.00000893862927953072
0.03,0.26000000000000006,0.000009104799116579298,0.000009104799116579298
0.03,0.2700000000000001,0.000009488834899385082,0.000009488834899385082
0.03,0.2800000000000001,0.000009629912086615928,0.000009629912086615928
0.03,0.2900000000000001,0.000010001339300933388,0.000010001339300933388
0.03,0.3000000000000001,0.000010116610585941524,0.000010116610585941524
0.03,0.3100000000000001,0.000010473805276229001,0.000010473805276229001
0.03,0.3200000000000001,0.000010562681878583572,0.000010562681878583572
0.03,0.3300000000000001,0.000010904094920654422,0.000010904094920654422
0.03,0.34000000000000014,0.00001096612016672175,0.00001096612016672175
0.03,0.35000000000000014,0.000011290288287887483,0.000011290288287887483
0.03,0.36000000000000015,0.00001132514139122264,0.00001132514139122264
0.03,0.37000000000000016,0.000011630694504868483,0.000011630694504868483
0.03,0.38000000000000017,0.00001163819028498805,0.00001163819028498805
0.03,0.3900000000000002,0.000011923854940898437,0.000011923854940898437
0.03,0.4000000000000002,0.000011903939688438886,0.000011903939688438886
0.03,0.4100000000000002,0.000012168538873543436,0.000012168538873543436
0.03,0.4200000000000002,0.000012121282996794018,0.000012121282996794018
0.03,0.4300000000000002,0.00001236373295938978,0.00001236373295938978
0.03,0.4400000000000002,0.000012289321427726348,0.000012289321427726348
0.03,0.45000000000000023,0.000012508626578784606,0.000012508626578784606
0.03,0.46000000000000024,0.000012407348451253672,0.000012407348451253672
0.03,0.47000000000000025,0.000012602595655512001,0.000012602595655512001
0.03,0.48000000000000026,0.000012474834094652238,0.000012474834094652238
0.03,0.49000000000000027,0.000012645187749944101,0.000012645187749944101
0.03,0.5000000000000002,0.000012491411839407459,0.000012491411839407459
0.03,0.5100000000000002,0.000012636111027550454,0.000012636111027550454
0.03,0.5200000000000002,0.0000124568704354503,0.0000124568704354503
0.03,0.5300000000000002,0.000012575229118059514,0.000012575229118059514
0.03,0.5400000000000003,0.000012371152209812704,0.000012371152209812704
0.03,0.5500000000000003,0.000012462562979804389,0.000012462562979804389
0.03,0.5600000000000003,0.000012234358449998174,0.000012234358449998174
0.03,0.5700000000000003,0.000012298299806433062,0.000012298299806433062
0.03,0.5800000000000003,0.00001204676135446087,0.00001204676135446087
0.03,0.5900000000000003,0.000012082807932759064,0.000012082807932759064
0.03,0.6000000000000003,0.000011808821039741934,0.000011808821039741934
0.03,0.6100000000000003,0.000011816655786698565,0.000011816655786698565
0.03,0.6200000000000003,0.000011521205333855516,0.000011521205333855516
0.03,0.6300000000000003,0.00001150063233283004,0.00001150063233283004
0.03,0.6400000000000003,0.000011184809676426324,0.000011184809676426324
0.03,0.6500000000000004,0.00001113576623632878,0.00001113576623632878
0.03,0.6600000000000004,0.000010800774428027048,0.000010800774428027048
0.03,0.6700000000000004,0.000010723341148811239,0.000010723341148811239
0.03,0.6800000000000004,0.000010370497235572396,0.000010370497235572396
0.03,0.6900000000000004,0.00001026490502076776,0.00001026490502076776
0.03,0.7000000000000004,0.000009895638724034745,0.000009895638724034745
0.03,0.7100000000000004,0.000009762272074819721,0.000009762272074819721
0.03,0.7200000000000004,0.0000093781205715402,0.0000093781205715402
0.03,0.7300000000000004,0.000009217516906199156,0.000009217516906199156
0.03,0.7400000000000004,0.00000882011585210982,0.00000882011585210982
0.03,0.7500000000000004,0.000008632960991873078,0.000008632960991873078
0.03,0.7600000000000005,0.00000822403228891407,0.00000822403228891407
0.03,0.7700000000000005,0.000008011152590268546,0.000008011152590268546
0.03,0.7800000000000005,0.0000075924896701190816,0.0000075924896701190816
0.03,0.7900000000000005,0.00000735484153483172,0.00000735484153483172
0.03,0.8000000000000005,0.000006928293092477077,0.000006928293092477077
0.03,0.8100000000000005,0.00000666695073628655,0.00000666695073628655
0.03,0.8200000000000005,0.000006234403900266325,0.000006234403900266325
0.03,0.8300000000000005,0.000005950546309749956,0.000005950546309749956
0.03,0.8400000000000005,0.000005513910190143187,0.000005513910190143187
0.03,0.8500000000000005,0.000005208808154898743,0.000005208808154898743
0.03,0.8600000000000005,0.000004769998584435567,0.000004769998584435567
0.03,0.8700000000000006,0.000004445002574897589,0.000004445002574897589
0.03,0.8800000000000006,0.000004005928674800128,0.000004005928674800128
0.03,0.8900000000000006,0.000003662458164378925,0.000003662458164378925
0.03,0.9000000000000006,0.000003225011147453754,0.000003225011147453754
0.03,0.9100000000000006,0.000002864545771735853,0.000002864545771735853
0.03,0.9200000000000006,0.000002430590162561801,0.000002430590162561801
0.03,0.9300000000000006,0.000002054662887694637,0.000002054662887694637
0.03,0.9400000000000006,0.0000016260301127037986,0.0000016260301127037986
0.03,0.9500000000000006,0.000001236222367494721,0.000001236222367494721
0.03,0.9600000000000006,0.0000008147064623756011,0.0000008147064623756011
0.03,0.9700000000000006,0.000000412644989206158,0.000000412644989206158
0.03,0.9800000000000006,0,0
0.03,0.9900000000000007,0,0
0.04,0,0,0
0.04,0.01,0.0000005181211349102065,0.0000005181211349102065
0.04,0.02,0.0000010487039568697705,0.0000010487039568697705
0.04,0.03,0.000001552564972045286,0.000001552564972045286
0.04,0.04,0.0000020937639664271216,0.0000020937639664271216
0.04,0.05,0.0000025816046800035906,0.0000025816046800035906
0.04,0.060000000000000005,0.0000031315184783008855,0.0000031315184783008855
0.04,0.07,0.000003601609169078681,0.000003601609169078681
0.04,0.08,0.000004158272945911015,0.000004158272945911015
0.04,0.09,0.0000046089086244524935,0.0000046089086244524935
0.04,0.09999999999999999,0.0000051702887115725186,0.0000051702887115725186
0.04,0.10999999999999999,0.000005599786326493666,0.000005599786326493666
0.04,0.11999999999999998,0.000006163777960517572,0.000006163777960517572
0.04,0.12999999999999998,0.00000657047720749823,0.00000657047720749823
0.04,0.13999999999999999,0.000007134906131735928,0.000007134906131735928
0.04,0.15,0.000007517174275435093,0.000007517174275435093
0.04,0.16,0.000008079802662616797,0.000008079802662616797
0.04,0.17,0.000008436043485435835,0.000008436043485435835
0.04,0.18000000000000002,0.000008994580348603691,0.000008994580348603691
0.04,0.19000000000000003,0.00000932324702018162,0.00000932324702018162
0.04,0.20000000000000004,0.00000987536294870861,0.00000987536294870861
0.04,0.21000000000000005,0.000010174974284525493,0.000010174974284525493
0.04,0.22000000000000006,0.000010718320000507574,0.000010718320000507574
0.04,0.23000000000000007,0.000010987479268665336,0.000010987479268665336
0.04,0.24000000000000007,0.000011519707169380765,0.000011519707169380765
0.04,0.25000000000000006,0.000011757122336046403,0.000011757122336046403
0.04,0.26000000000000006,0.000012275909898040225,0.000012275909898040225
0.04,0.2700000000000001,0.000012480414000550094,0.000012480414000550094
0.04,0.2800000000000001,0.000012983487699899179,0.000012983487699899179
0.04,0.2900000000000001,0.000013154057928690017,0.000013154057928690017
0.04,0.3000000000000001,0.000013639216210344481,0.000013639216210344481
0.04,0.3100000000000001,0.000013774990291008634,0.000013774990291008634
0.04,0.3200000000000001,0.000014240124125513544,0.000014240124125513544
0.04,0.3300000000000001,0.0000143404127389751,0.0000143404127389751
0.04,0.34000000000000014,0.000014783522458186486,0.000014783522458186486
0.04,0.35000000000000014,0.000014847816728341708,0.000014847816728341708
0.04,0.36000000000000015,0.000015267024140963586,0.000015267024140963586
0.04,0.37000000000000016,0.000015294997646906364,0.000015294997646906364
0.04,0.38000000000000017,0.000015688552888443615,0.000015688552888443615
0.04,0.3900000000000002,0.000015680058192998494,0.000015680058192998494
0.04,0.4000000000000002,0.000016046341327465653,0.000016046341327465653
0.04,0.4100000000000002,0.00001600140160219508,0.00001600140160219508
0.04,0.4200000000000002,0.000016338919604062684,0.000016338919604062684
0.04,0.4300000000000002,0.00001625771649994137,0.00001625771649994137
0.04,0.4400000000000002,0.00001656509682366315,0.00001656509682366315
0.04,0.45000000000000023,0.000016447956201488242,0.000016447956201488242
0.04,0.46000000000000024,0.000016723938602541334,0.000016723938602541334
0.04,0.47000000000000025,0.00001657131601546764,0.00001657131601546764
0.04,0.48000000000000026,0.000016814744537510436,0.000016814744537510436
0.04,0.49000000000000027,0.000016627212386713677,0.000016627212386713677
0.04,0.5000000000000002,0.00001683702941512838,0.00001683702941512838
0.04,0.5100000000000002,0.00001661526745134178,0.00001661526745134178
0.04,0.5200000000000002,0.00001679051143615183,0.00001679051143615183
0.04,0.5300000000000002,0.000016535301775238326,0.000016535301775238326
0.04,0.5400000000000003,0.0000166751096790413,0.0000166751096790413
0.04,0.5500000000000003,0.00001638733680890589,0.00001638733680890589
0.04,0.5600000000000003,0.000016490951619780758,0.000016490951619780758
0.04,0.5700000000000003,0.0000161716071076062,0.0000161716071076062
0.04,0.5800000000000003,0.000016238389988834313,0.000016238389988834313
0.04,0.5900000000000003,0.000015888580877722134,0.000015888580877722134
0.04,0.6000000000000003,0.000015918026831417275,0.000015918026831417275
0.04,0.6100000000000003,0.000015538986160116498,0.000015538986160116498
0.04,0.6200000000000003,0.000015530741569349613,0.000015530741569349613
0.04,0.6300000000000003,0.000015123839139897584,0.000015123839139897584
0.04,0.6400000000000003,0.000015077719293848176,0.000015077719293848176
0.04,0.6500000000000004,0.000014644470782912417,0.000014644470782912417
0.04,0.6600000000000004,0.000014560475502827843,0.000014560475502827843
0.04,0.6700000000000004,0.00001410254824592028,0.00001410254824592028
0.04,0.6800000000000004,0.000013980873989485793,0.000013980873989485793
0.04,0.6900000000000004,0.00001350008820456623,0.00001350008820456623
0.04,0.7000000000000004,0.00001334113547010467,0.00001334113547010467
0.04,0.7100000000000004,0.000012839460245500143,0.000012839460245500143
0.04,0.7200000000000004,0.000012643835643539092,0.000012643835643539092
0.04,0.7300000000000004,0.000012123379605435841,0.000012123379605435841
0.04,0.7400000000000004,0.000011891892529720043,0.000011891892529720043
0.04,0.7500000000000004,0.000011354889646997055,0.000011354889646997055
0.04,0.7600000000000005,0.000011088543987705392,0.000011088543987705392
0.04,0.7700000000000005,0.000010537335407006084,0.000010537335407006084
0.04,0.7800000000000005,0.000010237317153867032,0.000010237317153867032
0.04,0.7900000000000005,0.000009674330251033317,0.000009674330251033317
0.04,0.8000000000000005,0.000009341992104799947,0.000009341992104799947
0.04,0.8100000000000005,0.000008769718079858606,0.000008769718079858606
0.04,0.8200000000000005,0.00000840656232023252,0.00000840656232023252
0.04,0.8300000000000005,0.000007827533661095574,0.000007827533661095574
0.04,0.8400000000000005,0.000007435194517024286,0.000007435194517024286
0.04,0.8500000000000005,0.000006851963533787243,0.000006851963533787243
